iso3c,region_id,country_name,income_id,city_name,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,institutional_framework_department_dedicated_to_solid_waste_management_na,legal_framework_long_term_integrated_solid_waste_master_plan_na,legal_framework_solid_waste_management_rules_and_regulations_na,population_population_number_of_people,primary_collection_mode_form_of_primary_collection_na,separation_existence_of_source_separation_na,total_msw_total_msw_generated_tons_year,measurement,units,year,source
AFG,SAS,Afghanistan,LIC,Jalalabad,1.0455,1.1175,0.0175,84.854,0.08,5.6455,Yes,No,Yes,326585.0,Door-to-door collection,No,58914.45,population_population_number_of_people,# of people,2015.0,"Islamic Republic of Afghanistan. 2015. ""State of Afghan Cities 2015."" Volume 1."
AFG,SAS,Afghanistan,LIC,Kandahar,11.6,2.311,0.169,64.364,1.499,9.643,Yes,No,Yes,429000.0,Centralized drop-off point,No,120971,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
AFG,SAS,Afghanistan,LIC,Mazar-E-Sharif,50.5,1.32,0.32,28.87,1.69,10.64,Yes,No,Yes,635250.0,Centralized drop-off point,No,52368.4,population_population_number_of_people,# of people,2015.0,"Islamic Republic of Afghanistan. 2015. ""State of Afghan Cities 2015."" Volume 1."
AFG,SAS,Afghanistan,LIC,Kabul,13.5,1,0.5,63,5.0,11,,No,Yes,3700000.0,Centralized drop-off point,,1989250,population_population_number_of_people,# of people,2016.0,"World Bank. 2016b. ""Islamic  Republic of Afghanistan. Rapid Assessment of Kabul Municipality's Solid Waste Management System"" Report No. ACS19236. June."
AFG,SAS,Afghanistan,LIC,Hirat ,52.94,1.47,0.23,23.05,3.67,12.06,Yes,No,Yes,337000.0,Door-to-door collection,No,91644.7,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
AGO,SSF,Angola,LMC,Luanda,21,6,3,43,11.0,12,,,,4508000.0,,,1316336,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ALB,ECS,Albania,UMC,Korca,37,2,2,37,11.0,11,Yes,No,Yes,51152.0,Curbside collection,No,21000,population_population_number_of_people,# of people,2011.0,"Pop, Flaviu. 2017. Technical Expert, Green Partners Ltd. Personal communication."
ALB,ECS,Albania,UMC,Vlora,40.42,4.47,0.99,24.08,18.94,11.1,Yes,No,Yes,79513.0,Curbside collection,No,37955,population_population_number_of_people,# of people,2011.0,"KfW Bankengruppe. 2014. ""Status Quo Report: Integrated Solid Waste Management System for the Region of Vlora."" Albanian Ministry of Transport and Infrastructure. April 15."
ARE,MEA,United Arab Emirates,HIC,Abu Dhabi,39,4,3,10,25.0,19,Yes,yes,yes,1145000.0,Curbside collection,No,1033543,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ARE,MEA,United Arab Emirates,HIC,Dubai,35.42,3.42,2.37,7.55,24.29,24.23,Yes,Yes,Yes,2415000.0,Curbside,,2689808,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ARG,LCN,Argentina,HIC,Córdoba,35,3,2,15,13.0,14,,,,1329604.0,Multiple,Yes,488735,population_population_number_of_people,# of people,2010.0,"Anon. n.d.(b) ""Province of Cordoba"" [""PROVINCIA DE CÓRDOBA""]."
ARG,LCN,Argentina,HIC,Rosario,58.38,4.93,1.4,11.31,13.55,11.68,,Yes,Yes,1193605.0,Multiple,Yes,438730,population_population_number_of_people,# of people,2015.0,"Anon. n.d.(c) ""Province of Santa Fe"" [""PROVINCIA DE SANTA FE""]."
ARG,LCN,Argentina,HIC,Ciudada Autónoma De Buenos Aires (Caba).,38,6,2,18,16.0,16,Yes,No,Yes,2981781.0,Multiple,Yes,2532005,population_population_number_of_people,# of people,2014.0,"Morton, J. 2017. Personal communication between J. Morton (World Bank) and R. Poveda (World Bank). Data from Permanent Survey of Households (National Institute of Statistics, INDEC), fourth semester 2014."
ARM,ECS,Armenia,UMC,Vanadzor,28,6,3.75,34.5,10.0,15.75,No,No,No,86199.0,Curbside collection,No,23596.97,population_population_number_of_people,# of people,2013.0,"ERM (Environmental Resources Management) GmbH. 2014. ""Integrated Solid Waste Management Vanadzor, Armenia: Feasibility Study Report.” December."
ARM,ECS,Armenia,UMC,Spitak,29.5,6.75,4,42.75,4.5,9.75,No,No,No,12881.0,Curbside collection,No,2866,population_population_number_of_people,# of people,2013.0,"ERM (Environmental Resources Management) GmbH. 2014. ""Integrated Solid Waste Management Vanadzor, Armenia: Feasibility Study Report.” December."
AUS,EAS,Australia,HIC,Perth,40.1,6.8,3.5,22,15.2,8.2,Yes,Yes,Yes,20359.0,Curbside collection,,,population_population_number_of_people,# of people,2013.0,"City of Perth. 2014. ""City of Perth Waste Strategy 2014-2024+."" Hyder Consulting. March. https://www.perth.wa.gov.au/sites/default/files/City%20of%20Perth%20Waste%20Strategy%202014%20-%202024%2B.pdf."
AUS,EAS,Australia,HIC,Melbourne,68.21,3,,1,11.44,15.33,Yes,Yes,Yes,4203000.0,Curbside collection,,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
AUS,EAS,Australia,HIC,Canberra,47,7,5,15,22.0,4,Yes,Yes,Yes,353626.0,Curbside collection,,350000,population_population_number_of_people,# of people,2010.0,"Australian Capital Territory, Canberra. 2010. ""Canberra Quick Stats 2009-2010."" April. "
AUT,ECS,Austria,HIC,Vienna,31.4,8.3,3.6,16.8,37.0,2.9,Yes,,Yes,1741246.0,Door-to-door collection: waste collector knocks on door or rings doorbell and waits for resident to bring waste.,Yes,1036879,population_population_number_of_people,# of people,2013.0,"European Commission. 2014o. ""Capital factsheet - Vienna."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
AZE,ECS,Azerbaijan,UMC,Baku,41.7,6.4,1.5,20.6,18.1,10.4,Yes,Yes,,2374000.0,Curbside collection,,1965922,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BDI,SSF,Burundi,LIC,Muyinga,,,,,,,,,,632409.0,,,5657.5,population_population_number_of_people,# of people,2008.0,"Burundi. 2010. ""Third General Census of Population and Habitat 2008."" [TROISIEME RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT DE 2008.] Republic of Burundi. [République du Burundi.] http://www.paris21.org/sites/default/files/BURUNDI-population-2008.PDF."
BDI,SSF,Burundi,LIC,Kayanza,,,,,,,,,,585412.0,,,4015,population_population_number_of_people,# of people,2008.0,"Burundi. 2010. ""Third General Census of Population and Habitat 2008."" [TROISIEME RECENSEMENT GENERAL DE LA POPULATION ET DE L'HABITAT DE 2008.] Republic of Burundi. [République du Burundi.] http://www.paris21.org/sites/default/files/BURUNDI-population-2008.PDF."
BDI,SSF,Burundi,LIC,Ngozi,,,,,,,,,,39884.0,,,6752.5,population_population_number_of_people,# of people,2012.0,"Mbuligwe, S. E. 2013. ""Solid Waste Management Assessment within Urban Settings in Burundi, Rwanda, and Tanzania."" United Nations Human Settlements Programme (UN-Habitat)."
BDI,SSF,Burundi,LIC,Bujumbura,,,,,,,No,No,No,412000.0,Door-to-door collection,,210532,population_population_number_of_people,# of people,2005.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BEL,ECS,Belgium,HIC,Brussels,,22,,20,35.0,11,Yes,Yes,,1154635.0,Other,Yes,469559,population_population_number_of_people,# of people,2013.0,"European Commission. 2014d. ""Capital factsheet - Brussels."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
BEL,ECS,Belgium,HIC,Liege,,,,,,,,Yes,,1020579.0,Other,Yes,525300,population_population_number_of_people,# of people,2014.0,"Intradel (Association intermunicipal treatment waste Liege). 2014. ""Annual Report 2014."" [Intradel (Association Intercommunale de Traitement des Déchets Liégeois). 2014.""RAPPORT ANNUEL 2014.""]"
BEN,SSF,Benin,LIC,Porto Novo,,,,,,,,,,600000.0,,,109500,population_population_number_of_people,# of people,2000.0,"Achankeng, Eric. 2003. ""Globalization, Urbanization and Municipal Solid Waste Management in Africa."" Paper presented at African Studies Association of Australasia and the Pacific, ""African on a Global Stage,"" Adelaide, Australia."
BEN,SSF,Benin,LIC,Cotonou,58.24,0.86,1.13,29.62,3.96,4.43,,,,642000.0,Door-to-door collection,,258420,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BFA,SSF,Burkina Faso,LIC,Bobo Dioulasso,,,,,,,,,,365000.0,,,90000,population_population_number_of_people,# of people,2000.0,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online."
BFA,SSF,Burkina Faso,LIC,Ouagadougou,39,3,4,35,9.0,10,Yes,Yes,Yes,1328000.0,Door-to-door collection: waste collector knocks on door or rings doorbell and waits for resident to bring waste.,Yes,315068,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BGD,SAS,Bangladesh,LMC,Patuakhali,84.37,0.63,0.4,5.95,3.1,2.89,Yes,No,No,65000.0,Centralized drop-off point,No,5220,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
BGD,SAS,Bangladesh,LMC,Chittagong,79.03,0.22,1.04,6.08,3.6,7.21,Yes,No,No,2581643.0,Door-to-door collection,No,320380,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
BGD,SAS,Bangladesh,LMC,Rangpur,76.68,0.59,0.5,12.74,2.81,4.55,Yes,No,No,294265.0,Centralized drop-off point,No,25992,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
BGD,SAS,Bangladesh,LMC,Dhaka,78.87,4.085,4.085,4.57,4.29,4.1,Yes,No,No,5700000.0,Door-to-door collection,No,1424689,population_population_number_of_people,# of people,2005.0,"Dhaka City Corporation. 2005. ""The Study on the Solid Waste Management in Dhaka City."" Final Report: Volume 1. JICA (Japan International Cooperation Agency). Pacific Consultants International. Yachiyo Engineering Co., Ltd. March."
BGD,SAS,Bangladesh,LMC,Rajshahi,81.96,0.3,0.04,9.91,2.64,4.05,Yes,No,No,448087.0,Door-to-door collection,No,40069.699999999997,population_population_number_of_people,# of people,2011.0,"Bangladesh Bureau of Statistics. 2014. ""Population and Housing Census- 2011. National Report. Volume 2: Union Statistics."" Statistics and Informatics Division, Ministry of Planning, Bangladesh Bureau of Statistics. March"
BGR,ECS,Bulgaria,UMC,Ruse,,,,,,,Yes,Yes,Yes,144936.0,,,,population_population_number_of_people,# of people,2016.0,"City Population. 2017b. ""Bulgaria: Major Cities."" http://www.citypopulation.de/Bulgaria-Cities.html?cityid=2747."
BGR,ECS,Bulgaria,UMC,Burgas,,,,,,,Yes,Yes,Yes,202766.0,,,,population_population_number_of_people,# of people,2016.0,"City Population. 2017c. ""Burgas."" http://www.citypopulation.de/php/bulgaria-burgas.php."
BHR,MEA,Bahrain,HIC,Manama,,,,,,,Yes,Yes,Yes,411000.0,Curbside collection,No,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BIH,ECS,Bosnia and Herzegovina,UMC,Banja Luka,34.2,4.9,6.6,16.3,10.8,22.3,Yes,No,Yes,180053.0,Centralized drop-off point,No,65941,population_population_number_of_people,# of people,2013.0,"City Population. 2017a. ""Banja Luka."" http://www.citypopulation.de/php/bosnia-admin.php?adm2id=20010."
BIH,ECS,Bosnia and Herzegovina,UMC,Sarajevo,15,14,,51,17.0,2.5,Yes,Yes,Yes,318000.0,Centralized drop-off point,Yes,146280,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BLR,ECS,Belarus,UMC,Minsk,32.13,5.88,4.23,35,6.9,10.12,,,Yes,1915000.0,Centralized drop-off point,Yes,1135421,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BLR,ECS,Belarus,UMC,Grodno,23.8,14.6,2.6,44.3,4.6,8.6,Yes,Yes,Yes,340000.0,Multiple,Yes,147500,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
BLZ,LCN,Belize,UMC,San Pedro,52,6,4,,13.0,13,,,,14215.0,,,10166,population_population_number_of_people,# of people,2014.0,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May."
BLZ,LCN,Belize,UMC,Belize City,37,9,7,8,18.0,21,Yes,,No,68266.0,Centralized drop-off point,,32657,population_population_number_of_people,# of people,2010.0,"IDB (Inter-American Development Bank). 2011. ""Waste Generation and Composition Study for the Western Corridor, Belize, C.A., 2056/OC – BL."" Belize Solid Waste Management Authority. May."
BOL,LCN,Bolivia,LMC,La Paz,47.3,2.6,1.4,20.7,12.8,15.2,No,,Yes,840209.0,Multiple,,202456.07,population_population_number_of_people,# of people,2010.0,"Bolivia MMAyA/VAPSB/DGGIRS. 2011. ""Diagnosis of Solid Waste Management in the Department of La Paz"" [""Diagnóstico de la Gestión de Residuos Sólidos en el Departamento de La Paz""]. MMAyA (Ministry of Environment and Water [Ministerio de Medio Ambiente y Agua])/ VAPSB (Deputy Minister of Drinking Water and Basic Sanitation [Viceministro de Agua Potable y Saneamiento Básico])/ DGGIRS (General Director of Integral Management of Solid Residues [Director General de Gestión Integral de Residuos Sólidos])."
BRA,LCN,Brazil,UMC,"Distrito Federal, Brasilia",46.1,0.6,4.3,4.4,27.1,14.7,Yes,Yes,Yes,2977216.0,Multiple,Yes,835480,population_population_number_of_people,# of people,2016.0,"Brazil SLU (Urban Cleaning Service). 2017. ""Preparing to close the dump"
BRA,LCN,Brazil,UMC,Rio De Janeiro,52,3.5,1.67,6.3,14.97,21.15,Yes,Yes,Yes,6453682.0,Door-to-door collection,Yes,3368499,population_population_number_of_people,# of people,2014.0,"City of Rio de Janeiro City Council. 2015. ""Municipal Plan of Integrated Management of Solid Waste - PMGIRS of the City of Rio de Janeiro."" [Prefeitura da Cidade do Rio de Janeiro. 2015. ""Plano Municipal de Gestão Integrada de Resíduos Sólidos - PMGIRS da Cidade do Rio de Janeiro.""] CITY OF RIO DE JANEIRO CITY COUNCIL. December."
BRA,LCN,Brazil,UMC,Sao Paulo,47,1,2,22,16.0,10,Yes,Yes,Yes,11895893.0,Door-to-door collection,Yes,4700000,population_population_number_of_people,# of people,2014.0,"CCAC (Climate and Clean Air Coalition). n.d.(g) ""Solid Waste Management City Profile: São Paulo, Brazil.""  Municipal Solid Waste Initiative."
BTN,SAS,Bhutan,LMC,Phuentsholing ,65.4,2.3,0.4,2.3,14.1,12.1,Yes,,Yes,40000.0,Door-to-door collection,No,6205,population_population_number_of_people,# of people,2014.0,"ECOPARADIGM (Paradigm Environmental Strategies (P) Ltd). 2015. ""Action Plan toward Zero Waste Management: Pheuntsholing Thromde, Bhutan."""
BTN,SAS,Bhutan,LMC,Thimphu,50.5,3.7,0.5,4.2,24.6,13.5,Yes,,,101990.0,Door-to-door collection,Yes,18250,population_population_number_of_people,# of people,2016.0,"Bhutan, Water and Sanitation Division. 2016. ""Report on the Existing Drinking Water and Sanitaion Scenario in Thimphu City."" Water and Sanitation Division, Department of Engineering Services, Ministry of Works and Human Settlement, Government of Bhutan. Thimphu, March."
BWA,SSF,Botswana,UMC,Gaborone,67.9,6.4,6.2,2.5,12.5,4.5,,,,210000.0,,,53655,population_population_number_of_people,# of people,2011.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
CAN,NAC,Canada,HIC,Toronto,46.5,3.5,2.8,8.2,26.3,11,Yes,Yes,Yes,2800000.0,Curbside collection,Yes,942700,population_population_number_of_people,# of people,2017.0,"City of Toronto and HDR. 2017. Excellence Award entry. ""Toronto Long Term Solid Waste Management Strategy."" https://swana.org/Portals/0/Awards/2017/Winners/Excellence2017-PM-ISWMS-gold.pdf."
CAN,NAC,Canada,HIC,Ottawa,50.1,,,26.7,15.9,7.3,Yes,Yes,Yes,934243.0,Curbside collection,Yes,325000,population_population_number_of_people,# of people,2016.0,"City of Ottawa. 2018a. ""2016 Census."" https://ottawa.ca/en/city-hall/get-know-your-city/statistics-and-economic-profile/statistics/2016-census."
CAN,NAC,Canada,HIC,Vancouver,43,2,3,18,17.0,17,Yes,Yes,Yes,2465031.0,Curbside collection,Yes,909519,population_population_number_of_people,# of people,2014.0,"Metro Vancouver. 2016. ""2015 Waste Composition Monitoring Program."" Tetra Tech EBA Inc. January. http://www.metrovancouver.org/services/solid-waste/SolidWastePublications/2015_Waste_Composition_Report.pdf "
CHE,ECS,Switzerland,HIC,Bern,,,,,,,,,,358000.0,,,59000,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CHE,ECS,Switzerland,HIC,Zurich,,,,,,,,,,1246000.0,,,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CHL,LCN,Chile,HIC,Santiago De Chile,49,4,1,16,12.0,10,Yes,,,7007620.0,,,3072148,population_population_number_of_people,# of people,2013.0,"SEREMI of the Environment Metropolitan Region. 2014. ""Report on Solid Waste Management 2014 in the Metropolitan Region."" [SEREMI DE MEDIO AMBIENTE REGIÓN METROPOLITANA. 2014. ""Reporte sobre la gestion de Residuos Solidos 2014 en la Region Metropolitana.""] December 26."
CHN,EAS,China,UMC,Beijing,63.4,1.6,0.3,6.6,11.1,12.7,Yes,,,20384000.0,,,7903000,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CIV,SSF,C�te d�Ivoire,LMC,Abidjan,40,2,2,35,6.0,8,,,Yes,4150000.0,Door-to-door collection,,1200000,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CMR,SSF,Cameroon,LMC,Douala,,,,,,,,,,1490000.0,,,380695,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CMR,SSF,Cameroon,LMC,Yaounde,,,,,,,Yes,,Yes,2349000.0,,,375303.95,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
CMR,SSF,Cameroon,LMC,Bafoussam,,,,,,,,,,193000.0,,,30000,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
COD,SSF,"Congo, Dem. Rep.",LIC,Kinshasa,,,,,,,Yes,,Yes,11587000.0,,,2555000,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
COG,SSF,"Congo, Rep.",LMC,Dolisie,73.9,2.1,1.9,9.9,6.0,6.2,,,Yes,95000.0,Door-to-door collection,,17550,population_population_number_of_people,# of people,2010.0,"Florian, Marchadour, Elite Mylla Mante, Gandzounou Reiye, and Colombier Renaud. 2012. ""Diagnosis of solid waste in the city of Dolisie - Congo Brazzaville"" [""Diagnostic des déchets solides dans la ville de Dolisie - Congo Brazzaville""]. GRET Professionnels du développement solidaire. November. "
COL,LCN,Colombia,UMC,Bogotá,61.45,1.06,0.95,7.34,10.17,19.03,Yes,Yes,Yes,6840116.0,,Yes,1746890,population_population_number_of_people,# of people,2005.0,"JICA (Japan International Cooperation Agency). 2013. ""Master Plan Study Project for the Integral Management of Solid Waste in Bogotá, D.C."" [""Proyecto de Estudio del Plan Maestro para el Manejo Integral de Residuos Sólidos en Bogotá, D.C.""] Volume II Main Report (1). UAESP (Special Administrative Unit for Public Services. [Unidad Administrativa Especial de Servicios Públicos]). November."
COL,LCN,Colombia,UMC,Medellin,59.24,1.07,0.76,25.86,3.7,9.37,,Yes,Yes,2464322.0,Door-to-door collection,No,476455,population_population_number_of_people,# of people,2015.0,"University of Medellín-Mayoralty of Medellín. 2014. ""Update of the Comprehensive Solid Waste Management Plan (PGIRS) of the Municipality of Medellín, in compliance with resolution 0754."" [Universidad de Medellín-Alcaldía de Medellín ""Actualización del Plan de Gestión Integral de Residuos Sólidos (PGIRS)  del Municipio de Medellín dando cumplimiento a la resolución 0754.""] November 25."
COL,LCN,Colombia,UMC,Cali,59,2.56,1.06,27.94,6.23,3.21,,Yes,Yes,2224158.0,Other,Yes,669410,population_population_number_of_people,# of people,2005.0,"CCAC (Climate and Clean Air Coalition). n.d.(d) ""Solid Waste Management City Profile: Cali, Colombia."" Municipal Solid Waste Initiative."
COM,SSF,Comoros,LIC,Moroni,,,,,,,,Yes,Yes,56000.0,Centralized drop-off point,,,population_population_number_of_people,# of people,2015.0,"UN (United Nations). 2017a. ""Comoros General Information."" http://data.un.org/en/iso/km.html."
